Gene name	Human gene name	Human homology type
METTL22	METTL22	ortholog_one2one
KIF12	KIF12	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
USP25	USP25	ortholog_one2one
U6	RNU6-657P	ortholog_one2many
ADAMTS13	ADAMTS13	ortholog_one2one
ART5	ART5	ortholog_one2one
POLR2A	POLR2A	ortholog_one2one
TRAM1	TRAM1	ortholog_one2one
TMEM164	TMEM164	ortholog_one2one
U6	RNU6-945P	ortholog_one2one
U6	RNU6-95P	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
	CST2	ortholog_many2many
	CST4	ortholog_many2many
	CST1	ortholog_many2many
BID	BID	ortholog_one2one
	MYO15B	ortholog_one2many
	SLC37A1	ortholog_one2many
CNOT11	CNOT11	ortholog_one2one
NEK5	NEK5	ortholog_one2one
KRT27	KRT27	ortholog_one2one
	SPEF1	ortholog_one2many
FKRP	FKRP	ortholog_one2one
CDCA7	CDCA7	ortholog_one2one
TMPRSS11A	TMPRSS11A	ortholog_one2one
FAXC	FAXC	ortholog_one2one
SLC5A12	SLC5A12	ortholog_one2one
CCS	CCS	ortholog_one2one
UBE3D	UBE3D	ortholog_one2one
PLXNA4	PLXNA4	ortholog_one2one
CORO2A	CORO2A	ortholog_one2one
ABCB9	ABCB9	ortholog_one2one
GCFC2	GCFC2	ortholog_one2one
Metazoa_SRP	RN7SL117P	ortholog_one2one
	IGLV2-18	ortholog_one2one
ADAMTS16	ADAMTS16	ortholog_one2one
SPIN3	SPIN3	ortholog_one2one
PTGDR	PTGDR	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
C19H19orf47	C19orf47	ortholog_one2one
STYK1	STYK1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
SLC36A1	SLC36A1	ortholog_one2one
CAPSL	CAPSL	ortholog_one2one
MGMT	MGMT	ortholog_one2one
SNX19	SNX19	ortholog_one2one
APCDD1L	APCDD1L	ortholog_one2one
BDP1	BDP1	ortholog_one2one
ACKR3	ACKR3	ortholog_one2one
MTIF2	MTIF2	ortholog_one2one
PGA4	PGA5	ortholog_many2many
PGA4	PGA3	ortholog_many2many
PGA4	PGA4	ortholog_many2many
	NSMAF	ortholog_one2many
IGLV4-3	IGLV4-3	ortholog_one2one
DNAJC5B	DNAJC5B	ortholog_one2one
BCL2L13	BCL2L13	ortholog_one2one
ZFAND4	ZFAND4	ortholog_one2one
	CEP250	ortholog_one2many
COPB1	COPB1	ortholog_one2one
SPTAN1	SPTAN1	ortholog_one2one
CUL1	CUL1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
IRS2	IRS2	ortholog_one2one
DCAF11	DCAF11	ortholog_one2one
SLC1A5	SLC1A5	ortholog_one2one
SULT2B1	SULT2B1	ortholog_one2one
IGLV3-9	IGLV3-9	ortholog_one2one
CST9	CST9	ortholog_one2one
YIF1B	YIF1B	ortholog_one2one
TRIM14	TRIM14	ortholog_one2one
SLCO1C1	SLCO1C1	ortholog_one2one
SNORD89	SNORD89	ortholog_one2one
SCARNA12	SCARNA12	ortholog_one2one
PTGER2	PTGER2	ortholog_one2one
	SPIN2B	ortholog_many2many
	SPIN2A	ortholog_many2many
IGLV3-10	IGLV3-10	ortholog_one2one
LILRA6	LILRA6	ortholog_many2many
LILRA6	LILRB3	ortholog_many2many
TNS1	TNS1	ortholog_one2one
KRT28	KRT28	ortholog_one2one
EIF4E3	EIF4E3	ortholog_one2one
AHRR	AHRR	ortholog_one2one
ARFGAP2	ARFGAP2	ortholog_one2one
DTNB	DTNB	ortholog_one2one
MTM1	MTM1	ortholog_one2one
U6	RNU6-1104P	ortholog_one2one
LHCGR	LHCGR	ortholog_one2one
RNF149	RNF149	ortholog_one2one
C1GALT1C1L	C1GALT1C1L	ortholog_one2one
	FTH1	ortholog_one2one
EMG1	EMG1	ortholog_one2one
Metazoa_SRP	RN7SL628P	ortholog_many2many
Metazoa_SRP	RN7SL536P	ortholog_many2many
Metazoa_SRP	RN7SL469P	ortholog_many2many
Metazoa_SRP	RN7SL545P	ortholog_many2many
Metazoa_SRP	RN7SL196P	ortholog_many2many
Metazoa_SRP	RN7SL673P	ortholog_many2many
Metazoa_SRP	RN7SL286P	ortholog_many2many
Metazoa_SRP	RN7SL719P	ortholog_many2many
Metazoa_SRP	RN7SL238P	ortholog_many2many
Metazoa_SRP	RN7SL759P	ortholog_many2many
Metazoa_SRP	RN7SL796P	ortholog_many2many
Metazoa_SRP	RN7SL495P	ortholog_many2many
Metazoa_SRP	RN7SL82P	ortholog_many2many
Metazoa_SRP	RN7SL539P	ortholog_many2many
Metazoa_SRP	Metazoa_SRP	ortholog_many2many
Metazoa_SRP	RN7SL185P	ortholog_many2many
Metazoa_SRP	RN7SL106P	ortholog_many2many
TMPRSS11D	TMPRSS11D	ortholog_one2one
LMO1	LMO1	ortholog_one2one
SLC25A48	SLC25A48	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
SLC4A2	SLC4A2	ortholog_one2one
TDRD15	TDRD15	ortholog_one2one
HSPA4	HSPA4	ortholog_one2one
GAPT	GAPT	ortholog_one2one
DOCK2	DOCK2	ortholog_one2one
	EEF1D	ortholog_one2many
TIMM10	TIMM10	ortholog_one2one
U6	RNU6-2	ortholog_one2one
	SPIN2B	ortholog_many2many
	SPIN2A	ortholog_many2many
DOCK5	DOCK5	ortholog_one2one
ATF7	ATF7	ortholog_one2one
	IGLV2-11	ortholog_one2one
TEX13C	TEX13C	ortholog_one2one
EGR4	EGR4	ortholog_one2one
UGT3A1	UGT3A1	ortholog_one2one
TNFSF12	TNFSF12	ortholog_one2one
NR1H4	NR1H4	ortholog_one2one
mml-mir-652	MIR652	ortholog_one2one
WDR33	WDR33	ortholog_one2one
DCAF12L2	DCAF12L2	ortholog_one2one
ARHGAP36	ARHGAP36	ortholog_one2one
ARHGAP11A	ARHGAP11A	ortholog_one2many
ARHGAP11A	ARHGAP11B	ortholog_one2many
FAAH2	FAAH2	ortholog_one2one
CHMP2A	CHMP2A	ortholog_one2one
AMMECR1	AMMECR1	ortholog_one2one
U1	RNU1-58P	ortholog_one2many
MRPL23		ortholog_one2many
MRPL23	MRPL23	ortholog_one2many
COL25A1	COL25A1	ortholog_one2one
NPEPPS	NPEPPS	ortholog_one2one
FAM83E	FAM83E	ortholog_one2one
AMBP	AMBP	ortholog_one2one
LYSMD3	LYSMD3	ortholog_one2one
TRIM55	TRIM55	ortholog_one2one
IMPACT	IMPACT	ortholog_one2many
RPS27A	RPS27A	ortholog_one2one
C19orf33	C19orf33	ortholog_one2one
APOB	APOB	ortholog_one2one
Metazoa_SRP	RN7SL163P	ortholog_one2many
TXNDC16	TXNDC16	ortholog_one2one
EBF3	EBF3	ortholog_one2one
RTN4RL2	RTN4RL2	ortholog_one2one
IL9	IL9	ortholog_one2one
FBXO41	FBXO41	ortholog_one2one
U6	RNU6-797P	ortholog_one2many
KRT10	KRT10	ortholog_one2one
Metazoa_SRP	RN7SL783P	ortholog_one2one
FAT2	FAT2	ortholog_one2one
DCAF12L1	DCAF12L1	ortholog_one2one
GADD45G	GADD45G	ortholog_one2one
	RNU6ATAC22P	ortholog_one2many
U4	RNU4-39P	ortholog_one2one
RAB3C	RAB3C	ortholog_one2one
TAGLN	TAGLN	ortholog_one2one
SLC34A1	SLC34A1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2many
CST8	CST8	ortholog_one2one
SPACA4	SPACA4	ortholog_one2one
THADA	THADA	ortholog_one2one
KCNK6	KCNK6	ortholog_one2one
U6	RNU6-1051P	ortholog_one2one
LACTB2	LACTB2	ortholog_one2one
ELAC2	ELAC2	ortholog_one2one
STX16	STX16	ortholog_one2one
TSR3	TSR3	ortholog_one2one
ALKBH8	ALKBH8	ortholog_one2one
CCDC87	CCDC87	ortholog_one2one
NANS	NANS	ortholog_one2one
RFLNB	RFLNB	ortholog_one2one
	TAFA5	ortholog_one2many
MRPL19	MRPL19	ortholog_one2one
TCF12	TCF12	ortholog_one2one
	SMN2	ortholog_many2many
	SMN1	ortholog_many2many
COPS8	COPS8	ortholog_one2one
ZBED1	ZBED1	ortholog_one2one
DRC3	DRC3	ortholog_one2one
STON1	STON1	ortholog_one2one
NEK3	NEK3	ortholog_one2one
GNRHR	GNRHR	ortholog_one2one
RIC3	RIC3	ortholog_one2one
	SNORD109A	ortholog_many2many
	SNORD109B	ortholog_many2many
SNORD115	SNORD115-48	ortholog_one2one
C2H3orf22	C3orf22	ortholog_one2one
PRR32	PRR32	ortholog_one2one
CLHC1	CLHC1	ortholog_one2one
SNORD115	SNORD115-47	ortholog_one2one
PGAP4	PGAP4	ortholog_one2one
U6	RNU6-504P	ortholog_one2one
VPS37C	VPS37C	ortholog_one2one
FBXL4	FBXL4	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
CTSF	CTSF	ortholog_one2one
PCSK7	PCSK7	ortholog_one2one
U6	RNU6-987P	ortholog_one2one
U6	RNU6-994P	ortholog_one2many
LECT2	LECT2	ortholog_one2one
SNORD115	SNORD115-46	ortholog_one2one
U6	RNU6-918P	ortholog_one2one
CREG2	CREG2	ortholog_one2one
ABAT	ABAT	ortholog_one2one
LPCAT3	LPCAT3	ortholog_one2one
ADGRV1	ADGRV1	ortholog_one2one
CHST13	CHST13	ortholog_one2one
CHKA	CHKA	ortholog_one2one
NRN1L	NRN1L	ortholog_one2one
	CHRNA4	ortholog_one2many
SNORA62	SNORA62	ortholog_one2one
SNORD115	SNORD115-45	ortholog_one2one
ATP6V1E1	ATP6V1E1	ortholog_one2one
SLC43A3	SLC43A3	ortholog_one2one
RTL9	RTL9	ortholog_one2one
CATSPERG	CATSPERG	ortholog_one2one
	MAGED4B	ortholog_one2many
	MAGED4	ortholog_one2many
ANO3	ANO3	ortholog_one2one
SNORD115	SNORD115-43	ortholog_one2one
		ortholog_one2one
CAPRIN1	CAPRIN1	ortholog_one2one
ANP32B	ANP32B	ortholog_one2one
CRTC3	CRTC3	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
KRT12	KRT12	ortholog_one2one
UBE2M	UBE2M	ortholog_one2one
U6	RNU6-946P	ortholog_one2one
mml-mir-650a-2	MIR650	ortholog_one2one
RFX8	RFX8	ortholog_one2one
PSKH1	PSKH1	ortholog_one2one
MAGOHB	MAGOHB	ortholog_one2one
CST11	CST11	ortholog_one2one
Metazoa_SRP	RN7SL718P	ortholog_many2many
Metazoa_SRP	RN7SL602P	ortholog_many2many
ZNF483	ZNF483	ortholog_one2one
TPBG	TPBG	ortholog_one2one
Metazoa_SRP	RN7SL338P	ortholog_one2one
VPS53	VPS53	ortholog_one2one
mml-mir-9-3	MIR9-3	ortholog_one2one
	MYO15B	ortholog_one2many
EEF1B2	EEF1B2	ortholog_one2one
CD5	CD5	ortholog_one2many
NFIL3	NFIL3	ortholog_one2one
AP2S1	AP2S1	ortholog_one2one
GNPTG	GNPTG	ortholog_one2one
GAS2L3	GAS2L3	ortholog_one2one
TOX	TOX	ortholog_one2one
ACTRT1	ACTRT1	ortholog_one2one
FER	FER	ortholog_one2one
C15H9orf131	C9orf131	ortholog_one2one
AGA	AGA	ortholog_one2one
CCT7	CCT7	ortholog_one2one
CHRDL1	CHRDL1	ortholog_one2one
C10orf143	C10orf143	ortholog_one2one
RBL1	RBL1	ortholog_one2one
Metazoa_SRP	RN7SL191P	ortholog_one2one
UROC1	UROC1	ortholog_one2one
U4	RNU4-2	ortholog_one2one
CYP2C18	CYP2C9	ortholog_one2one
OGFOD2	OGFOD2	ortholog_one2one
KRT20	KRT20	ortholog_one2one
EVA1A	EVA1A	ortholog_one2one
PLD3	PLD3	ortholog_one2one
TGFBI	TGFBI	ortholog_one2one
SIRT4	SIRT4	ortholog_one2one
PSMB10	PSMB10	ortholog_one2one
TCHHL1	TCHHL1	ortholog_one2one
ANK2	ANK2	ortholog_one2one
ATPAF2	ATPAF2	ortholog_one2one
PLTP	PLTP	ortholog_one2one
	ZXDB	ortholog_one2many
	ZXDA	ortholog_one2many
	HMGB3	ortholog_one2one
SPHK2	SPHK2	ortholog_one2one
CSTL1	CSTL1	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
SLC25A18	SLC25A18	ortholog_one2one
ACTN3	ACTN3	ortholog_one2one
RHCG	RHCG	ortholog_one2one
PINX1	PINX1	ortholog_one2one
DNAJB5	DNAJB5	ortholog_one2one
	S100A11	ortholog_one2many
	KCTD3	ortholog_one2many
GLRX3	GLRX3	ortholog_one2one
HEMGN	HEMGN	ortholog_one2one
SNORD115	SNORD115-40	ortholog_one2one
SPAG16	SPAG16	ortholog_one2one
	WASHC2A	ortholog_one2many
	WASHC2C	ortholog_one2many
mml-mir-675	MIR675	ortholog_one2one
U7	RNU7-49P	ortholog_one2one
IBTK	IBTK	ortholog_one2one
	PGK1	ortholog_one2many
Metazoa_SRP	RN7SL19P	ortholog_one2one
ARHGAP35	ARHGAP35	ortholog_one2one
U3	U3	ortholog_one2one
ZNF618	ZNF618	ortholog_one2one
INTU	INTU	ortholog_one2one
ARL6IP4	ARL6IP4	ortholog_one2one
RECQL5	RECQL5	ortholog_one2one
CCDC171	CCDC171	ortholog_one2one
	NBPF9	ortholog_many2many
	NBPF12	ortholog_many2many
	NBPF1	ortholog_many2many
	NBPF15	ortholog_many2many
	NBPF8	ortholog_many2many
	NBPF10	ortholog_many2many
	NBPF14	ortholog_many2many
	NBPF26	ortholog_many2many
	NBPF19	ortholog_many2many
	NBPF11	ortholog_many2many
	NBPF20	ortholog_many2many
		ortholog_one2one
UBA6	UBA6	ortholog_one2one
EXOC3	EXOC3	ortholog_one2one
GTF3C3	GTF3C3	ortholog_one2one
GPR27	GPR27	ortholog_one2one
IGSF1	IGSF1	ortholog_one2one
TMEM132D	TMEM132D	ortholog_one2one
C2CD4A	C2CD4A	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
SNORD51	SNORD51	ortholog_one2one
SCG5	SCG5	ortholog_one2many
DDX1	DDX1	ortholog_one2one
XKR9	XKR9	ortholog_one2one
		ortholog_one2one
SNORD115	SNORD115-34	ortholog_one2many
CRH	CRH	ortholog_one2one
PDK3	PDK3	ortholog_one2one
U4	RNU4-1	ortholog_one2one
U2	RNU2-25P	ortholog_one2one
RTN4	RTN4	ortholog_one2one
RNF214	RNF214	ortholog_one2one
RRAS2	RRAS2	ortholog_one2one
SEC24B	SEC24B	ortholog_one2one
SEPTIN2	SEPTIN2	ortholog_one2one
PROK2	PROK2	ortholog_one2one
ANKRD26	ANKRD26	ortholog_one2one
Metazoa_SRP	RN7SL743P	ortholog_one2one
LMO2	LMO2	ortholog_one2one
ROR2	ROR2	ortholog_one2one
CD6	CD6	ortholog_one2one
IGF2	IGF2	ortholog_one2one
U4	RNU4-50P	ortholog_one2one
LMBRD2	LMBRD2	ortholog_one2one
SPIN4	SPIN4	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
NAPB	NAPB	ortholog_one2one
PHF24	PHF24	ortholog_one2one
KRT23	KRT23	ortholog_one2one
TRMO	TRMO	ortholog_one2one
PLAU	PLAU	ortholog_one2one
COL6A3	COL6A3	ortholog_one2one
ECPAS	ECPAS	ortholog_one2one
TUB	TUB	ortholog_one2one
PFN3	PFN3	ortholog_one2one
CMKLR2	CMKLR2	ortholog_one2one
S100A10	S100A10	ortholog_one2one
		ortholog_one2one
CYLC1	CYLC1	ortholog_one2one
U6	RNU6-1088P	ortholog_one2one
TCIRG1	TCIRG1	ortholog_one2one
RRS1	RRS1	ortholog_one2one
PGAM4	PGAM4	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2one
	IGLV3-19	ortholog_one2many
PDE4D	PDE4D	ortholog_one2one
MTMR1	MTMR1	ortholog_one2one
F12	F12	ortholog_one2one
ARID1B	ARID1B	ortholog_one2one
PSMD8	PSMD8	ortholog_one2one
TMEM186	TMEM186	ortholog_one2one
PLA2G1B	PLA2G1B	ortholog_one2one
SPARC	SPARC	ortholog_one2one
GID4	GID4	ortholog_one2one
		ortholog_one2one
	IGLV3-19	ortholog_one2many
EYA1	EYA1	ortholog_one2one
	HLA-B	ortholog_many2many
	HLA-C	ortholog_many2many
C14orf132	C14orf132	ortholog_one2one
	CD99	ortholog_one2many
PMM2	PMM2	ortholog_one2one
SLCO1B3	SLCO1B3	ortholog_one2one
ZDBF2	ZDBF2	ortholog_one2one
ADHFE1	ADHFE1	ortholog_one2one
SP3	SP3	ortholog_one2one
RPS6KA6	RPS6KA6	ortholog_one2one
TOX3	TOX3	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
TACR1	TACR1	ortholog_one2one
PAK3	PAK3	ortholog_one2one
MYLK2	MYLK2	ortholog_one2one
SNORD115	SNORD115-31	ortholog_one2one
C8H8orf74	C8orf74	ortholog_one2one
ZNF512B	ZNF512B	ortholog_one2one
LBHD2	LBHD2	ortholog_one2one
DBP	DBP	ortholog_one2one
PITPNM2	PITPNM2	ortholog_one2one
C1S	C1S	ortholog_one2one
TMUB2	TMUB2	ortholog_one2one
NPAS1	NPAS1	ortholog_one2one
SPON1	SPON1	ortholog_one2one
DNMT3A	DNMT3A	ortholog_one2one
KRT39	KRT39	ortholog_one2one
ASCC3	ASCC3	ortholog_one2one
FSTL4	FSTL4	ortholog_one2one
DMRT2	DMRT2	ortholog_one2one
Metazoa_SRP	RN7SL167P	ortholog_one2one
LCAT	LCAT	ortholog_one2one
PCIF1	PCIF1	ortholog_one2one
MSI1	MSI1	ortholog_one2one
SKOR1	SKOR1	ortholog_one2one
SMARCA1	SMARCA1	ortholog_one2one
Metazoa_SRP	RN7SL776P	ortholog_one2one
MROH8	MROH8	ortholog_one2one
EXOC3L4	EXOC3L4	ortholog_one2one
	KLRC3	ortholog_one2many
	KLRC2	ortholog_one2many
PCYT1B	PCYT1B	ortholog_one2one
CA8	CA8	ortholog_one2one
ANO4	ANO4	ortholog_one2one
VWC2L	VWC2L	ortholog_one2one
PRADC1	PRADC1	ortholog_one2one
CSTPP1	CSTPP1	ortholog_one2one
IGLV3-27	IGLV3-27	ortholog_one2one
CARHSP1	CARHSP1	ortholog_one2one
KRT40	KRT40	ortholog_one2one
DUS1L	DUS1L	ortholog_one2one
FBXO3	FBXO3	ortholog_one2one
THEM4	THEM5	ortholog_one2one
INS	INS	ortholog_one2one
UNKL	UNKL	ortholog_one2one
POU3F2	POU3F2	ortholog_one2one
PPP1R21	PPP1R21	ortholog_one2one
GZF1	GZF1	ortholog_one2one
RP1L1	RP1L1	ortholog_one2one
BDKRB2	BDKRB2	ortholog_one2one
ANXA10	ANXA10	ortholog_one2one
TH	TH	ortholog_one2one
SMIM5	SMIM5	ortholog_one2one
PAH	PAH	ortholog_one2one
HERC1	HERC1	ortholog_one2one
ARHGEF9	ARHGEF9	ortholog_one2one
SLC9A3	SLC9A3	ortholog_one2one
PRAME	PRAME	ortholog_one2one
SPRED3	SPRED3	ortholog_one2one
SOWAHC	SOWAHC	ortholog_one2one
U6	RNU6-1	ortholog_one2one
CA11	CA11	ortholog_one2one
Metazoa_SRP	RN7SL460P	ortholog_one2one
ELMOD1	ELMOD1	ortholog_one2one
THSD1	THSD1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
SNORD13D	SNORD13D	ortholog_one2one
TMEM219	TMEM219	ortholog_one2one
GRK6	GRK6	ortholog_one2one
BARD1	BARD1	ortholog_one2one
SLC25A31	SLC25A31	ortholog_one2one
NRCAM	NRCAM	ortholog_one2one
POLE4	POLE4	ortholog_one2one
TCERG1L	TCERG1L	ortholog_one2one
DMRT3	DMRT3	ortholog_one2one
FOXE1	FOXE1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
		ortholog_one2one
DRG2	DRG2	ortholog_one2one
SKP2	SKP2	ortholog_one2one
TMEM160	TMEM160	ortholog_one2one
SLC12A4	SLC12A4	ortholog_one2one
FAM205C	SPATA31F3	ortholog_one2one
OTOA	OTOA	ortholog_one2one
RYBP	RYBP	ortholog_one2one
GPR137C	GPR137C	ortholog_one2one
ATXN7L3	ATXN7L3	ortholog_one2one
PRSS55	PRSS55	ortholog_one2one
BACE1	BACE1	ortholog_one2one
IGHV3-49	IGHV3-49	ortholog_one2one
SFSWAP	SFSWAP	ortholog_one2one
SNORD115	SNORD115-28	ortholog_one2one
NDUFS8	NDUFS8	ortholog_one2one
FAM98C	FAM98C	ortholog_one2one
CHCHD3	CHCHD3	ortholog_one2one
ZDHHC24	ZDHHC24	ortholog_one2one
FASTK	FASTK	ortholog_one2one
ZXDC	ZXDC	ortholog_one2one
MIR2113	MIR2113	ortholog_one2one
REXO4	REXO4	ortholog_one2one
LITAFD	LITAFD	ortholog_one2one
PIAS1	PIAS1	ortholog_one2one
XPA	XPA	ortholog_one2one
ATG2B	ATG2B	ortholog_one2one
LMCD1	LMCD1	ortholog_one2one
XG	XG	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2many
Y_RNA	Y_RNA	ortholog_one2many
Y_RNA	Y_RNA	ortholog_one2many
Y_RNA	Y_RNA	ortholog_one2many
F2RL2	F2RL2	ortholog_one2one
ADAM23	ADAM23	ortholog_one2one
FARP2	FARP2	ortholog_one2one
CECR2	CECR2	ortholog_one2one
SAP30BP	SAP30BP	ortholog_one2one
Y_RNA	RNY4P24	ortholog_one2one
TNFAIP2	TNFAIP2	ortholog_one2one
PARN	PARN	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
SPATA31F1	SPATA31F1	ortholog_one2one
C2H2orf66	C2orf66	ortholog_one2one
ASCL2	ASCL2	ortholog_one2one
SMYD5	SMYD5	ortholog_one2one
SPTLC1	SPTLC1	ortholog_one2one
VPS36	VPS36	ortholog_one2one
KRTAP1-4	KRTAP1-4	ortholog_one2one
ZC3H4	ZC3H4	ortholog_one2one
C2CD4D	C2CD4D	ortholog_one2one
SNORD115	SNORD115-27	ortholog_one2one
BLM	BLM	ortholog_one2one
MRPL45	MRPL45	ortholog_one2one
F2R	F2R	ortholog_one2one
CHD9	CHD9	ortholog_one2one
U6	RNU6-130P	ortholog_one2one
	SNORA11D	ortholog_many2many
	SNORA11E	ortholog_many2many
KCTD13	KCTD13	ortholog_one2one
OLA1	OLA1	ortholog_one2one
ZNF280A	ZNF280A	ortholog_one2one
U6	RNU6-92P	ortholog_one2one
	KRTAP1-1	ortholog_many2many
	KRTAP1-3	ortholog_many2many
	KRTAP1-5	ortholog_many2many
USP34	USP34	ortholog_one2one
CCL21	CCL21	ortholog_one2one
	SNORA11D	ortholog_many2many
	SNORA11E	ortholog_many2many
TIGD5	TIGD5	ortholog_one2one
PRR7	PRR7	ortholog_one2one
	GABARAP	ortholog_one2many
ZNF280B	ZNF280B	ortholog_one2one
C11orf21	C11orf21	ortholog_one2one
ATG16L1	ATG16L1	ortholog_one2one
	KRTAP1-1	ortholog_many2many
	KRTAP1-3	ortholog_many2many
	KRTAP1-5	ortholog_many2many
STKLD1	STKLD1	ortholog_one2one
ERO1A	ERO1A	ortholog_one2one
RORC	RORC	ortholog_one2one
HK2	HK2	ortholog_one2one
XAGE2	XAGE2	ortholog_one2one
U6	RNU6-433P	ortholog_one2many
GFUS	GFUS	ortholog_one2one
USP7	USP7	ortholog_one2one
U6	RNU6-1305P	ortholog_one2one
OSBPL1A	OSBPL1A	ortholog_one2one
	KRTAP2-2	ortholog_many2many
	KRTAP2-4	ortholog_many2many
	KRTAP2-3	ortholog_many2many
	KRTAP2-1	ortholog_many2many
DBN1	DBN1	ortholog_one2one
SNORD115	SNORD115-36	ortholog_one2one
U6	RNU6-433P	ortholog_one2many
SNORA70	SNORA70	ortholog_one2one
PJA2	PJA2	ortholog_one2one
PGAP1	PGAP1	ortholog_one2one
LDAH	LDAH	ortholog_one2one
U1	RNU1-62P	ortholog_one2one
ST14	ST14	ortholog_one2one
CAMK2G	CAMK2G	ortholog_one2one
DPP3	DPP3	ortholog_one2one
SSUH2	SSUH2	ortholog_one2one
	KRTAP2-2	ortholog_many2many
	KRTAP2-4	ortholog_many2many
	KRTAP2-3	ortholog_many2many
	KRTAP2-1	ortholog_many2many
TENT5A	TENT5A	ortholog_one2one
	LPA	ortholog_one2one
VXN	VXN	ortholog_one2one
NCBP1	NCBP1	ortholog_one2one
NADK2	NADK2	ortholog_one2one
GPR179	GPR179	ortholog_one2one
F2RL1	F2RL1	ortholog_one2one
SLC35F2	SLC35F2	ortholog_one2one
CDH5	CDH5	ortholog_one2one
RASGRP4	RASGRP4	ortholog_one2one
TSPAN32	TSPAN32	ortholog_one2one
	XAGE1A	ortholog_one2many
	XAGE1B	ortholog_one2many
	KRTAP2-2	ortholog_many2many
	KRTAP2-4	ortholog_many2many
	KRTAP2-3	ortholog_many2many
	KRTAP2-1	ortholog_many2many
ASPHD1	ASPHD1	ortholog_one2one
U8	U8	ortholog_one2one
Metazoa_SRP	RN7SL208P	ortholog_one2one
PRG3	PRG3	ortholog_one2one
EML6	EML6	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
GYG2	GYG2	ortholog_one2one
EXOC4	EXOC4	ortholog_one2one
mml-mir-582	MIR582	ortholog_one2one
MMS22L	MMS22L	ortholog_one2one
SNORD115	SNORD115-25	ortholog_one2one
TMEM62	TMEM62	ortholog_one2one
CAPN6	CAPN6	ortholog_one2one
HSPA4L	HSPA4L	ortholog_one2one
TICRR	TICRR	ortholog_one2one
ABCA12	ABCA12	ortholog_one2one
MSC	MSC	ortholog_one2one
CLCN7	CLCN7	ortholog_one2one
SHQ1	SHQ1	ortholog_one2one
KIR3DL2	KIR3DL3	ortholog_one2one
NTM	NTM	ortholog_one2one
CCL19	CCL19	ortholog_one2one
HS3ST2	HS3ST2	ortholog_one2one
NTN5	NTN5	ortholog_one2one
POMC	POMC	ortholog_one2one
NXT1	NXT1	ortholog_one2one
CHST8	CHST8	ortholog_one2one
NOTO	NOTO	ortholog_one2one
CEP72	CEP72	ortholog_one2one
MAOA	MAOA	ortholog_one2one
ASCL1	ASCL1	ortholog_one2one
KRTAP29-1	KRTAP29-1	ortholog_one2one
U6	RNU6-933P	ortholog_one2one
LIMS2	LIMS2	ortholog_one2one
Metazoa_SRP	RN7SL55P	ortholog_one2one
U4	RNU4-90P	ortholog_one2one
P2RX3	P2RX3	ortholog_one2one
FAR1	FAR1	ortholog_one2one
CRHBP	CRHBP	ortholog_one2one
DDX60	DDX60	ortholog_one2one
SEZ6L2	SEZ6L2	ortholog_one2one
SLC22A3	SLC22A3	ortholog_one2one
SNORD115	SNORD115-34	ortholog_one2many
SLC15A3	SLC15A3	ortholog_one2one
NPEPL1	NPEPL1	ortholog_one2one
TRPA1	TRPA1	ortholog_one2one
BEAN1	BEAN1	ortholog_one2one
CKAP2	CKAP2	ortholog_one2one
Metazoa_SRP	RN7SL843P	ortholog_one2one
	KRTAP4-6	ortholog_one2many
PDLIM7	PDLIM7	ortholog_one2one
LINGO4	LINGO4	ortholog_one2one
U6	RNU6-806P	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2one
FOXS1	FOXS1	ortholog_one2one
KANK1	KANK1	ortholog_one2one
		ortholog_one2one
FUT2	FUT2	ortholog_one2one
EIF5	EIF5	ortholog_one2one
MCUB	MCUB	ortholog_one2one
USP31	USP31	ortholog_one2one
C11H12orf42	C12orf42	ortholog_one2one
U6	RNU6-1324P	ortholog_one2one
SAMD10	SAMD10	ortholog_one2one
CD93	CD93	ortholog_one2one
SNORD115	SNORD115-23	ortholog_one2one
RAB11FIP5	RAB11FIP5	ortholog_one2one
TMUB1	TMUB1	ortholog_one2one
CCNDBP1	CCNDBP1	ortholog_one2one
S100A11	S100A11	ortholog_one2many
